Time (UTCG),x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
54940.00,-6013.798567,703.074472,3512.821243,-3.860568,-1.073904,-6.39419
54950.00,-6052.007415,692.322917,3448.752706,-3.790545,-1.081993,-6.434592
54960.00,-6089.514686,681.491291,3384.284343,-3.720082,-1.089957,-6.474249
54970.00,-6126.316032,670.580845,3319.423626,-3.649188,-1.097794,-6.513155
54980.00,-6162.407186,659.592841,3254.178077,-3.577871,-1.105505,-6.551306
54990.00,-6197.783966,648.528548,3188.555259,-3.50614,-1.113088,-6.588698
55000.00,-6232.442269,637.389246,3122.562779,-3.434002,-1.120542,-6.625326
55010.00,-6266.378079,626.176223,3056.20829,-3.361465,-1.127867,-6.661185
55020.00,-6299.587461,614.890775,2989.499482,-3.288539,-1.135061,-6.696272
55030.00,-6332.066566,603.534206,2922.444091,-3.215232,-1.142125,-6.730583
55040.00,-6363.811629,592.107831,2855.04989,-3.141552,-1.149056,-6.764114
55050.00,-6394.818969,580.612968,2787.324692,-3.067508,-1.155854,-6.796861
55060.00,-6425.084992,569.050948,2719.276349,-2.993109,-1.162518,-6.828819
55070.00,-6454.60619,557.423107,2650.912751,-2.918362,-1.169049,-6.859986
55080.00,-6483.37914,545.73079,2582.241822,-2.843277,-1.175444,-6.890357
55090.00,-6511.400508,533.975347,2513.271525,-2.767863,-1.181703,-6.91993
55100.00,-6538.667044,522.158139,2444.009854,-2.692128,-1.187825,-6.948701
55110.00,-6565.175588,510.280531,2374.46484,-2.61608,-1.193811,-6.976665
55120.00,-6590.923067,498.343896,2304.644546,-2.539729,-1.199658,-7.003822
55130.00,-6615.906497,486.349615,2234.557066,-2.463084,-1.205366,-7.030166
55140.00,-6640.12298,474.299075,2164.210525,-2.386154,-1.210936,-7.055695
55150.00,-6663.569711,462.193667,2093.613079,-2.308946,-1.216365,-7.080406
55160.00,-6686.24397,450.034793,2022.772913,-2.231472,-1.221653,-7.104296
55170.00,-6708.14313,437.823857,1951.698239,-2.153738,-1.226801,-7.127362
55180.00,-6729.264652,425.562271,1880.397297,-2.075755,-1.231806,-7.149603
55190.00,-6749.606087,413.251453,1808.878354,-1.997531,-1.236669,-7.171014
55200.00,-6769.165078,400.892827,1737.149701,-1.919076,-1.241389,-7.191594
55210.00,-6787.939357,388.48782,1665.219654,-1.840398,-1.245966,-7.21134
55220.00,-6805.926748,376.037868,1593.096552,-1.761506,-1.250398,-7.23025
55230.00,-6823.125165,363.544409,1520.788756,-1.682411,-1.254686,-7.248322
55240.00,-6839.532616,351.008888,1448.304649,-1.603121,-1.258829,-7.265554
55250.00,-6855.147197,338.432754,1375.652635,-1.523644,-1.262826,-7.281943
55260.00,-6869.9671,325.817462,1302.841136,-1.443991,-1.266678,-7.297488
55270.00,-6883.990606,313.164469,1229.878594,-1.364171,-1.270383,-7.312187
55280.00,-6897.216089,300.475239,1156.773468,-1.284193,-1.273941,-7.326039
55290.00,-6909.642016,287.751239,1083.534233,-1.204065,-1.277351,-7.339041
55300.00,-6921.266947,274.99394,1010.169379,-1.123799,-1.280614,-7.351192
55310.00,-6932.089535,262.204816,936.687413,-1.043401,-1.283729,-7.362491
55320.00,-6942.108525,249.385346,863.096853,-0.962883,-1.286696,-7.372936
55330.00,-6951.322755,236.537013,789.406231,-0.882254,-1.289514,-7.382527
55340.00,-6959.731157,223.661303,715.624091,-0.801522,-1.292182,-7.391262
55350.00,-6967.332757,210.759702,641.758985,-0.720697,-1.294702,-7.399139
55360.00,-6974.126674,197.833704,567.819478,-0.639788,-1.297071,-7.406159
55370.00,-6980.11212,184.884803,493.814141,-0.558806,-1.299291,-7.412321
55380.00,-6985.288401,171.914495,419.751555,-0.477759,-1.30136,-7.417623
55390.00,-6989.654917,158.924281,345.640305,-0.396656,-1.303279,-7.422065
55400.00,-6993.211162,145.915663,271.488984,-0.315507,-1.305048,-7.425647
55410.00,-6995.956724,132.890144,197.306188,-0.234322,-1.306665,-7.428367
55420.00,-6997.891284,119.84923,123.100518,-0.153109,-1.308131,-7.430227
55430.00,-6999.014619,106.794429,48.880576,-0.071879,-1.309446,-7.431225
55440.00,-6999.326598,93.727251,-25.345033,0.009359,-1.31061,-7.431361
55450.00,-6998.827186,80.649206,-99.567703,0.090597,-1.311622,-7.430637
55460.00,-6997.516439,67.561807,-173.77883,0.171824,-1.312483,-7.42905
55470.00,-6995.394511,54.466566,-247.96981,0.25303,-1.313192,-7.426602
55480.00,-6992.461647,41.364998,-322.132042,0.334208,-1.313748,-7.423294
55490.00,-6988.718187,28.258618,-396.256929,0.415347,-1.314154,-7.419124
55500.00,-6984.164565,15.14894,-470.335875,0.496438,-1.314407,-7.414095
55510.00,-6978.80131,2.037481,-544.360294,0.577471,-1.314508,-7.408206
55520.00,-6972.629042,-11.074243,-618.321603,0.658437,-1.314457,-7.401458
55530.00,-6965.648478,-24.184717,-692.211228,0.739327,-1.314254,-7.393852
55540.00,-6957.860426,-37.292424,-766.020602,0.820131,-1.313899,-7.385389
55550.00,-6949.265791,-50.395849,-839.741169,0.90084,-1.313392,-7.37607
55560.00,-6939.865567,-63.493478,-913.364381,0.981445,-1.312734,-7.365895
55570.00,-6929.660845,-76.583794,-986.881704,1.061936,-1.311923,-7.354867
55580.00,-6918.652808,-89.665286,-1060.284613,1.142304,-1.310961,-7.342986
55590.00,-6906.842732,-102.736441,-1133.5646,1.222539,-1.309848,-7.330254
55600.00,-6894.231986,-115.795746,-1206.713169,1.302633,-1.308583,-7.316671
55610.00,-6880.822032,-128.841693,-1279.721838,1.382575,-1.307166,-7.302241
55620.00,-6866.614425,-141.872772,-1352.582145,1.462358,-1.305599,-7.286964
55630.00,-6851.610811,-154.887478,-1425.285642,1.54197,-1.30388,-7.270842
55640.00,-6835.812931,-167.884305,-1497.8239,1.621405,-1.302011,-7.253877
55650.00,-6819.222615,-180.86175,-1570.18851,1.700651,-1.299991,-7.236072
55660.00,-6801.841787,-193.818314,-1642.371082,1.7797,-1.297821,-7.217427
55670.00,-6783.672461,-206.752497,-1714.363248,1.858542,-1.295501,-7.197945
55680.00,-6764.716744,-219.662804,-1786.156661,1.937169,-1.293031,-7.17763
55690.00,-6744.976834,-232.547744,-1857.742999,2.015572,-1.290411,-7.156482
55700.00,-6724.455019,-245.405825,-1929.113962,2.093741,-1.287643,-7.134504
55710.00,-6703.153678,-258.23556,-2000.261275,2.171667,-1.284725,-7.111699
55720.00,-6681.07528,-271.035468,-2071.17669,2.249342,-1.281659,-7.08807
55730.00,-6658.222384,-283.804067,-2141.851986,2.326755,-1.278445,-7.063619
55740.00,-6634.597641,-296.539881,-2212.278969,2.403899,-1.275083,-7.038349
55750.00,-6610.203789,-309.241438,-2282.449475,2.480764,-1.271573,-7.012263
55760.00,-6585.043655,-321.907269,-2352.355367,2.557342,-1.267916,-6.985364
55770.00,-6559.120156,-334.535909,-2421.988543,2.633623,-1.264113,-6.957655
55780.00,-6532.436298,-347.125898,-2491.340928,2.709599,-1.260164,-6.92914
55790.00,-6504.995174,-359.67578,-2560.404482,2.785261,-1.256069,-6.899821
55800.00,-6476.799966,-372.184105,-2629.1712,2.8606,-1.251828,-6.869703
55810.00,-6447.85394,-384.649425,-2697.633108,2.935607,-1.247443,-6.838788
55820.00,-6418.160454,-397.070301,-2765.782269,3.010274,-1.242914,-6.80708
55830.00,-6387.72295,-409.445294,-2833.610782,3.084592,-1.238241,-6.774583
55840.00,-6356.544955,-421.772975,-2901.110785,3.158553,-1.233425,-6.7413
55850.00,-6324.630085,-434.051918,-2968.274451,3.232147,-1.228466,-6.707236
55860.00,-6291.982039,-446.280702,-3035.093994,3.305367,-1.223365,-6.672395
55870.00,-6258.604602,-458.457915,-3101.561667,3.378203,-1.218123,-6.636779
55880.00,-6224.501643,-470.582148,-3167.669765,3.450648,-1.212739,-6.600395
55890.00,-6189.677116,-482.651999,-3233.410622,3.522693,-1.207216,-6.563245
55900.00,-6154.135057,-494.666073,-3298.776619,3.594329,-1.201553,-6.525334
55910.00,-6117.879587,-506.62298,-3363.760175,3.665549,-1.195751,-6.486667
55920.00,-6080.914909,-518.521337,-3428.353759,3.736344,-1.189811,-6.447248
55930.00,-6043.245307,-530.359769,-3492.549881,3.806705,-1.183733,-6.407081
55940.00,-6004.87515,-542.136907,-3556.341098,3.876626,-1.177518,-6.366172
55950.00,-5965.808885,-553.851389,-3619.720016,3.946097,-1.171167,-6.324524
55960.00,-5926.05104,-565.50186,-3682.679286,4.01511,-1.164681,-6.282144
55970.00,-5885.606225,-577.086973,-3745.211609,4.083658,-1.15806,-6.239034
55980.00,-5844.479128,-588.605389,-3807.309736,4.151733,-1.151305,-6.195202
55990.00,-5802.674516,-600.055776,-3868.966467,4.219327,-1.144417,-6.150651
56000.00,-5760.197238,-611.436809,-3930.174654,4.286431,-1.137397,-6.105388
56010.00,-5717.052215,-622.747173,-3990.927202,4.353038,-1.130245,-6.059416
56020.00,-5673.24445,-633.985559,-4051.217067,4.419141,-1.122962,-6.012742
56030.00,-5628.779022,-645.150669,-4111.037258,4.484731,-1.11555,-5.965371
56040.00,-5583.661084,-656.24121,-4170.380842,4.549802,-1.108008,-5.917309
56050.00,-5537.895868,-667.255901,-4229.240939,4.614345,-1.100339,-5.86856
56060.00,-5491.488679,-678.193468,-4287.610723,4.678353,-1.092542,-5.819131
56070.00,-5444.444896,-689.052645,-4345.483429,4.741819,-1.084619,-5.769027
56080.00,-5396.769973,-699.832178,-4402.852347,4.804735,-1.07657,-5.718255
56090.00,-5348.469436,-710.53082,-4459.710825,4.867094,-1.068397,-5.666819
56100.00,-5299.548886,-721.147333,-4516.052273,4.928889,-1.060101,-5.614727
56110.00,-5250.013993,-731.68049,-4571.870158,4.990113,-1.051682,-5.561984
56120.00,-5199.870499,-742.129072,-4627.158009,5.050758,-1.043141,-5.508595
56130.00,-5149.124217,-752.491873,-4681.909416,5.110817,-1.034479,-5.454569
56140.00,-5097.781031,-762.767692,-4736.118032,5.170284,-1.025698,-5.399909
56150.00,-5045.846891,-772.955342,-4789.777572,5.229152,-1.016799,-5.344624
56160.00,-4993.327819,-783.053645,-4842.881816,5.287414,-1.007781,-5.288719
56170.00,-4940.229903,-793.061433,-4895.424606,5.345062,-0.998648,-5.232201
56180.00,-4886.559298,-802.977548,-4947.399851,5.402091,-0.989398,-5.175077
56190.00,-4832.322226,-812.800845,-4998.801526,5.458494,-0.980035,-5.117352
56200.00,-4777.524974,-822.530186,-5049.623671,5.514264,-0.970558,-5.059035
56210.00,-4722.173895,-832.164447,-5099.860394,5.569395,-0.960968,-5.00013
56220.00,-4666.275406,-841.702513,-5149.505871,5.62388,-0.951268,-4.940646
56230.00,-4609.835985,-851.143282,-5198.554347,5.677713,-0.941457,-4.88059
56240.00,-4552.862177,-860.485662,-5247.000135,5.730888,-0.931538,-4.819967
56250.00,-4495.360586,-869.728572,-5294.837619,5.783398,-0.921511,-4.758786
56260.00,-4437.337877,-878.870944,-5342.061253,5.835239,-0.911377,-4.697052
56270.00,-4378.800777,-887.91172,-5388.665562,5.886402,-0.901138,-4.634775
56280.00,-4319.756072,-896.849854,-5434.645142,5.936884,-0.890795,-4.57196
56290.00,-4260.210606,-905.684313,-5479.994664,5.986677,-0.880349,-4.508615
56300.00,-4200.171283,-914.414076,-5524.708869,6.035776,-0.869801,-4.444747
56310.00,-4139.645062,-923.038132,-5568.782575,6.084175,-0.859152,-4.380364
56320.00,-4078.63896,-931.555485,-5612.21067,6.131869,-0.848404,-4.315473
56330.00,-4017.16005,-939.965149,-5654.988122,6.178853,-0.837558,-4.250082
56340.00,-3955.215457,-948.266151,-5697.109969,6.225119,-0.826615,-4.184198
56350.00,-3892.812363,-956.457532,-5738.571329,6.270665,-0.815577,-4.117829
56360.00,-3829.958002,-964.538344,-5779.367395,6.315483,-0.804444,-4.050983
56370.00,-3766.65966,-972.507653,-5819.493438,6.359569,-0.793218,-3.983667
56380.00,-3702.924675,-980.364537,-5858.944805,6.402919,-0.7819,-3.915889
56390.00,-3638.760436,-988.108088,-5897.716922,6.445525,-0.770492,-3.847657
56400.00,-3574.174381,-995.737409,-5935.805295,6.487385,-0.758995,-3.778979
56410.00,-3509.173997,-1003.251618,-5973.205509,6.528492,-0.74741,-3.709863
56420.00,-3443.766819,-1010.649847,-6009.913226,6.568843,-0.735738,-3.640317
56430.00,-3377.960429,-1017.931239,-6045.924191,6.608432,-0.723982,-3.570349
56440.00,-3311.762457,-1025.094953,-6081.23423,6.647256,-0.712141,-3.499967
56450.00,-3245.180575,-1032.14016,-6115.839249,6.685308,-0.700219,-3.429179
56460.00,-3178.222503,-1039.066045,-6149.735236,6.722586,-0.688215,-3.357994
56470.00,-3110.896003,-1045.871806,-6182.918261,6.759084,-0.676132,-3.286419
56480.00,-3043.208879,-1052.556658,-6215.384477,6.794799,-0.66397,-3.214463
56490.00,-2975.168978,-1059.119826,-6247.130121,6.829726,-0.651732,-3.142135
56500.00,-2906.784187,-1065.560552,-6278.151511,6.863861,-0.639419,-3.069442
56510.00,-2838.062434,-1071.87809,-6308.445052,6.897201,-0.627031,-2.996394
56520.00,-2769.011686,-1078.07171,-6338.007232,6.929741,-0.614571,-2.922998
56530.00,-2699.639947,-1084.140696,-6366.834622,6.961477,-0.60204,-2.849263
56540.00,-2629.955259,-1090.084345,-6394.923882,6.992407,-0.589439,-2.775198
56550.00,-2559.965701,-1095.90197,-6422.271754,7.022526,-0.57677,-2.700811
56560.00,-2489.679385,-1101.592897,-6448.875069,7.051831,-0.564034,-2.626111
56570.00,-2419.10446,-1107.15647,-6474.730741,7.080319,-0.551233,-2.551107
56580.00,-2348.249106,-1112.592043,-6499.835773,7.107986,-0.538368,-2.475807
56590.00,-2277.121539,-1117.898989,-6524.187256,7.134829,-0.525441,-2.400219
56600.00,-2205.730003,-1123.076693,-6547.782365,7.160844,-0.512454,-2.324354
56610.00,-2134.082775,-1128.124557,-6570.618365,7.18603,-0.499406,-2.248219
56620.00,-2062.188159,-1133.041996,-6592.692608,7.210382,-0.486302,-2.171824
56630.00,-1990.054491,-1137.828442,-6614.002537,7.233899,-0.47314,-2.095176
56640.00,-1917.690133,-1142.483341,-6634.545679,7.256577,-0.459925,-2.018286
56650.00,-1845.103472,-1147.006155,-6654.319654,7.278414,-0.446656,-1.941162
56660.00,-1772.302925,-1151.396359,-6673.322169,7.299407,-0.433335,-1.863812
56670.00,-1699.29693,-1155.653447,-6691.55102,7.319554,-0.419964,-1.786247
56680.00,-1626.09395,-1159.776926,-6709.004095,7.338853,-0.406544,-1.708475
56690.00,-1552.702471,-1163.766318,-6725.67937,7.3573,-0.393078,-1.630504
56700.00,-1479.131002,-1167.621162,-6741.574912,7.374895,-0.379566,-1.552344
56710.00,-1405.388071,-1171.341013,-6756.688879,7.391635,-0.36601,-1.474005
56720.00,-1331.482226,-1174.925439,-6771.019517,7.407518,-0.352412,-1.395495
56730.00,-1257.422036,-1178.374026,-6784.565165,7.422542,-0.338773,-1.316822
56740.00,-1183.216085,-1181.686375,-6797.324254,7.436706,-0.325095,-1.237997
56750.00,-1108.872976,-1184.862103,-6809.295303,7.450008,-0.311379,-1.159029
56760.00,-1034.401326,-1187.900841,-6820.476925,7.462446,-0.297627,-1.079926
56770.00,-959.80977,-1190.802239,-6830.867824,7.474019,-0.283841,-1.000698
56780.00,-885.106954,-1193.565961,-6840.466795,7.484725,-0.270021,-0.921354
56790.00,-810.301537,-1196.191687,-6849.272725,7.494564,-0.256171,-0.841904
56800.00,-735.402193,-1198.679112,-6857.284594,7.503534,-0.242291,-0.762355
56810.00,-660.417602,-1201.027949,-6864.501472,7.511635,-0.228383,-0.682718
56820.00,-585.356459,-1203.237927,-6870.922522,7.518864,-0.214448,-0.603003
56830.00,-510.227464,-1205.308788,-6876.547001,7.525222,-0.200489,-0.523217
56840.00,-435.039326,-1207.240294,-6881.374256,7.530708,-0.186506,-0.44337
56850.00,-359.800762,-1209.032221,-6885.403728,7.53532,-0.172502,-0.363472
56860.00,-284.520494,-1210.684361,-6888.634949,7.539059,-0.158478,-0.283532
56870.00,-209.207248,-1212.196523,-6891.067546,7.541924,-0.144435,-0.203559
56880.00,-133.869755,-1213.568531,-6892.701235,7.543915,-0.130376,-0.123563
56890.00,-58.516749,-1214.800228,-6893.535827,7.545031,-0.116302,-0.043552
56900.00,16.843035,-1215.891469,-6893.571226,7.545273,-0.102214,0.036464
56910.00,92.200862,-1216.842129,-6892.807428,7.54464,-0.088114,0.116476
56920.00,167.547994,-1217.652098,-6891.24452,7.543132,-0.074004,0.196474
56930.00,242.875699,-1218.32128,-6888.882685,7.54075,-0.059886,0.276449
56940.00,318.175243,-1218.8496,-6885.722197,7.537494,-0.04576,0.356392
56950.00,393.437898,-1219.236994,-6881.76342,7.533364,-0.031629,0.436294
56960.00,468.654938,-1219.483419,-6877.006816,7.52836,-0.017495,0.516146
56970.00,543.817644,-1219.588845,-6871.452934,7.522484,-0.003358,0.595937
56980.00,618.917304,-1219.553259,-6865.102419,7.515736,0.010778,0.67566
56990.00,693.94521,-1219.376666,-6857.956007,7.508117,0.024914,0.755304
57000.00,768.892667,-1219.059086,-6850.014526,7.499627,0.039047,0.834861
57010.00,843.750984,-1218.600555,-6841.278898,7.490268,0.053176,0.91432
57020.00,918.511485,-1218.001125,-6831.750135,7.48004,0.067298,0.993674
57030.00,993.165503,-1217.260866,-6821.429342,7.468946,0.081412,1.072913
57040.00,1067.704384,-1216.379864,-6810.317715,7.456985,0.095518,1.152027
57050.00,1142.119486,-1215.358218,-6798.416542,7.44416,0.109612,1.231008
57060.00,1216.402184,-1214.196048,-6785.727204,7.430473,0.123693,1.309846
57070.00,1290.543866,-1212.893487,-6772.251171,7.415924,0.137761,1.388532
57080.00,1364.535938,-1211.450686,-6757.990005,7.400515,0.151812,1.467057
57090.00,1438.369821,-1209.86781,-6742.945361,7.384248,0.165846,1.545412
57100.00,1512.036958,-1208.145044,-6727.118982,7.367125,0.17986,1.623588
57110.00,1585.528807,-1206.282585,-6710.512702,7.349148,0.193854,1.701575
57120.00,1658.83685,-1204.280649,-6693.128448,7.33032,0.207826,1.779366
57130.00,1731.952588,-1202.139466,-6674.968235,7.310641,0.221773,1.85695
57140.00,1804.867545,-1199.859285,-6656.034168,7.290115,0.235695,1.934319
57150.00,1877.57327,-1197.440368,-6636.328441,7.268744,0.24959,2.011463
57160.00,1950.061333,-1194.882994,-6615.853341,7.24653,0.263456,2.088375
57170.00,2022.323331,-1192.18746,-6594.61124,7.223477,0.277291,2.165044
57180.00,2094.350888,-1189.354076,-6572.604601,7.199586,0.291095,2.241462
57190.00,2166.135654,-1186.38317,-6549.835975,7.17486,0.304865,2.31762
57200.00,2237.669307,-1183.275084,-6526.308003,7.149302,0.318599,2.39351
57210.00,2308.943554,-1180.030178,-6502.023411,7.122916,0.332297,2.469122
57220.00,2379.950134,-1176.648827,-6476.985016,7.095704,0.345957,2.544448
57230.00,2450.680815,-1173.131422,-6451.195719,7.06767,0.359576,2.619479
57240.00,2521.127398,-1169.478368,-6424.658512,7.038816,0.373154,2.694206
57250.00,2591.281716,-1165.690088,-6397.376469,7.009146,0.386689,2.768621
57260.00,2661.135636,-1161.76702,-6369.352755,6.978664,0.400179,2.842715
57270.00,2730.681061,-1157.709616,-6340.590618,6.947372,0.413623,2.91648
57280.00,2799.909929,-1153.518346,-6311.093393,6.915276,0.427019,2.989906
57290.00,2868.814214,-1149.193693,-6280.864499,6.882377,0.440365,3.062985
57300.00,2937.38593,-1144.736158,-6249.907441,6.848681,0.453661,3.13571
57310.00,3005.617126,-1140.146256,-6218.225808,6.814191,0.466905,3.208071
57320.00,3073.499894,-1135.424517,-6185.823273,6.778911,0.480094,3.28006
57330.00,3141.026363,-1130.571487,-6152.703593,6.742845,0.493228,3.351669
57340.00,3208.188706,-1125.587726,-6118.870606,6.705998,0.506305,3.422889
57350.00,3274.979138,-1120.47381,-6084.328236,6.668373,0.519324,3.493712
57360.00,3341.389915,-1115.230331,-6049.080487,6.629975,0.532282,3.564131
57370.00,3407.41334,-1109.857894,-6013.131446,6.590808,0.545179,3.634136
57380.00,3473.041757,-1104.35712,-5976.48528,6.550878,0.558013,3.70372
57390.00,3538.267561,-1098.728645,-5939.146238,6.510188,0.570783,3.772874
57400.00,3603.083188,-1092.97312,-5901.118648,6.468743,0.583486,3.841591
57410.00,3667.481127,-1087.091208,-5862.40692,6.426549,0.596122,3.909863
57420.00,3731.45391,-1081.083592,-5823.01554,6.383609,0.608689,3.977681
57430.00,3794.994123,-1074.950964,-5782.949077,6.33993,0.621186,4.045039
57440.00,3858.094399,-1068.694033,-5742.212176,6.295515,0.633611,4.111927
