Time (UTCG),x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
51400.00,2490.69586,-1167.488119,-6436.878562,7.051554,0.377367,2.660094
51410.00,2560.979174,-1163.657799,-6409.93652,7.022237,0.390878,2.734653
51420.00,2630.965604,-1159.692927,-6382.251351,6.992105,0.404344,2.808895
51430.00,2700.647037,-1155.593961,-6353.826263,6.961163,0.417764,2.882811
51440.00,2770.015394,-1151.361374,-6324.664552,6.929414,0.431135,2.956393
51450.00,2839.062636,-1146.995656,-6294.7696,6.896862,0.444457,3.029632
51460.00,2907.780756,-1142.497311,-6264.144871,6.863511,0.457727,3.10252
51470.00,2976.16179,-1137.866859,-6232.793917,6.829363,0.470944,3.175048
51480.00,3044.19781,-1133.104836,-6200.720371,6.794424,0.484107,3.247208
51490.00,3111.880929,-1128.21179,-6167.927953,6.758698,0.497213,3.318991
51500.00,3179.203302,-1123.188288,-6134.420465,6.722188,0.510263,3.39039
51510.00,3246.157123,-1118.034911,-6100.201789,6.684898,0.523253,3.461396
51520.00,3312.734632,-1112.752254,-6065.275895,6.646834,0.536183,3.532001
51530.00,3378.92811,-1107.340927,-6029.646831,6.607999,0.549051,3.602196
51540.00,3444.729884,-1101.801556,-5993.318727,6.568398,0.561855,3.671973
51550.00,3510.132326,-1096.134781,-5956.295795,6.528036,0.574595,3.741325
51560.00,3575.127854,-1090.341257,-5918.582328,6.486917,0.587268,3.810243
51570.00,3639.708934,-1084.421653,-5880.182697,6.445046,0.599873,3.878719
51580.00,3703.868079,-1078.376654,-5841.101355,6.402427,0.612409,3.946745
51590.00,3767.597852,-1072.206959,-5801.342832,6.359067,0.624874,4.014314
51600.00,3830.890865,-1065.91328,-5760.911738,6.31497,0.637267,4.081418
51610.00,3893.739781,-1059.496345,-5719.81276,6.27014,0.649587,4.148048
51620.00,3956.137313,-1052.956896,-5678.050663,6.224583,0.661831,4.214198
51630.00,4018.07623,-1046.295688,-5635.630288,6.178305,0.673998,4.279859
51640.00,4079.54935,-1039.513491,-5592.556554,6.131311,0.686088,4.345023
51650.00,4140.549547,-1032.611089,-5548.834453,6.083606,0.698099,4.409684
51660.00,4201.06975,-1025.589281,-5504.469056,6.035196,0.710028,4.473834
51670.00,4261.102943,-1018.448877,-5459.465505,5.986086,0.721876,4.537465
51680.00,4320.642167,-1011.190703,-5413.829017,5.936282,0.73364,4.60057
51690.00,4379.68052,-1003.815599,-5367.564884,5.88579,0.74532,4.663142
51700.00,4438.211158,-996.324415,-5320.67847,5.834616,0.756913,4.725173
51710.00,4496.227295,-988.718019,-5273.175209,5.782765,0.768419,4.786656
51720.00,4553.722208,-980.99729,-5225.06061,5.730244,0.779836,4.847585
51730.00,4610.689229,-973.163119,-5176.340249,5.677059,0.791163,4.907951
51740.00,4667.121756,-965.216413,-5127.019777,5.623216,0.802398,4.967748
51750.00,4723.013247,-957.15809,-5077.104909,5.56872,0.813541,5.02697
51760.00,4778.357222,-948.989081,-5026.601434,5.51358,0.82459,5.085608
51770.00,4833.147267,-940.710332,-4975.515207,5.4578,0.835543,5.143657
51780.00,4887.377028,-932.322798,-4923.852149,5.401387,0.8464,5.20111
51790.00,4941.040221,-923.82745,-4871.618251,5.344348,0.857159,5.25796
51800.00,4994.130623,-915.225269,-4818.819568,5.28669,0.867819,5.3142
51810.00,5046.642082,-906.517249,-4765.462221,5.228419,0.878378,5.369824
51820.00,5098.568508,-897.704398,-4711.552396,5.169541,0.888836,5.424825
51830.00,5149.903884,-888.787735,-4657.096344,5.110065,0.899191,5.479198
51840.00,5200.642257,-879.768289,-4602.100376,5.049996,0.909442,5.532935
51850.00,5250.777746,-870.647103,-4546.570871,4.989342,0.919589,5.586031
51860.00,5300.30454,-861.425232,-4490.514264,4.928109,0.929628,5.63848
51870.00,5349.216896,-852.103742,-4433.937055,4.866305,0.939561,5.690274
51880.00,5397.509145,-842.683711,-4376.845804,4.803937,0.949385,5.741409
51890.00,5445.175689,-833.166227,-4319.247128,4.741012,0.959099,5.791878
51900.00,5492.211002,-823.55239,-4261.147706,4.677537,0.968702,5.841676
51910.00,5538.609631,-813.843312,-4202.554273,4.613521,0.978193,5.890797
51920.00,5584.366198,-804.040116,-4143.473623,4.548969,0.987571,5.939234
51930.00,5629.475398,-794.143934,-4083.912604,4.48389,0.996835,5.986984
51940.00,5673.932003,-784.155911,-4023.878122,4.418291,1.005984,6.034039
51950.00,5717.730858,-774.077201,-3963.377136,4.35218,1.015016,6.080394
51960.00,5760.866887,-763.908969,-3902.416662,4.285565,1.023931,6.126044
51970.00,5803.335088,-753.652391,-3841.003765,4.218452,1.032728,6.170985
51980.00,5845.13054,-743.308653,-3779.145567,4.150851,1.041405,6.21521
51990.00,5886.248396,-732.87895,-3716.849239,4.082769,1.049962,6.258714
52000.00,5926.683891,-722.364488,-3654.122002,4.014213,1.058397,6.301493
52010.00,5966.432336,-711.766482,-3590.971129,3.945192,1.06671,6.343541
52020.00,6005.489125,-701.086158,-3527.403942,3.875713,1.0749,6.384854
52030.00,6043.849729,-690.324751,-3463.427809,3.805786,1.082966,6.425426
52040.00,6081.509702,-679.483503,-3399.050149,3.735417,1.090906,6.465254
52050.00,6118.464678,-668.56367,-3334.278424,3.664615,1.098721,6.504332
52060.00,6154.710373,-657.566513,-3269.120143,3.593388,1.106408,6.542656
52070.00,6190.242585,-646.493303,-3203.582861,3.521745,1.113967,6.580221
52080.00,6225.057196,-635.345321,-3137.674176,3.449693,1.121398,6.617024
52090.00,6259.150169,-624.123855,-3071.401729,3.377242,1.128699,6.653059
52100.00,6292.517552,-612.830203,-3004.773202,3.304399,1.135869,6.688323
52110.00,6325.155478,-601.46567,-2937.796321,3.231173,1.142908,6.722812
52120.00,6357.060163,-590.031571,-2870.478851,3.157573,1.149815,6.756521
52130.00,6388.227908,-578.529226,-2802.828595,3.083606,1.156589,6.789447
52140.00,6418.6551,-566.959967,-2734.853396,3.009282,1.163229,6.821586
52150.00,6448.338213,-555.325129,-2666.561136,2.934609,1.169735,6.852934
52160.00,6477.273805,-543.626059,-2597.959732,2.859596,1.176106,6.883488
52170.00,6505.458521,-531.864109,-2529.057136,2.784251,1.182341,6.913243
52180.00,6532.889096,-520.040639,-2459.861337,2.708584,1.188439,6.942197
52190.00,6559.562348,-508.157015,-2390.380358,2.632603,1.194399,6.970347
52200.00,6585.475186,-496.214612,-2320.622252,2.556316,1.200222,6.997688
52210.00,6610.624606,-484.214811,-2250.595108,2.479733,1.205905,7.024218
52220.00,6635.007692,-472.158997,-2180.307045,2.402863,1.21145,7.049933
52230.00,6658.621618,-460.048566,-2109.76621,2.325714,1.216854,7.074831
52240.00,6681.463647,-447.884917,-2038.980782,2.248296,1.222117,7.098909
52250.00,6703.531131,-435.669458,-1967.958968,2.170617,1.22724,7.122164
52260.00,6724.821511,-423.403598,-1896.709001,2.092686,1.23222,7.144594
52270.00,6745.33232,-411.088758,-1825.239141,2.014513,1.237058,7.166195
52280.00,6765.06118,-398.726361,-1753.557674,1.936106,1.241753,7.186965
52290.00,6784.005804,-386.317836,-1681.672911,1.857475,1.246304,7.206902
52300.00,6802.163996,-373.864617,-1609.593185,1.778628,1.250712,7.226003
52310.00,6819.53365,-361.368145,-1537.326853,1.699576,1.254974,7.244267
52320.00,6836.112754,-348.829864,-1464.882293,1.620326,1.259092,7.261691
52330.00,6851.899386,-336.251224,-1392.267904,1.540888,1.263064,7.278273
52340.00,6866.891715,-323.633678,-1319.492104,1.461272,1.26689,7.294011
52350.00,6881.088004,-310.978687,-1246.563331,1.381487,1.270569,7.308903
52360.00,6894.486607,-298.287712,-1173.490038,1.301541,1.274102,7.322949
52370.00,6907.08597,-285.562222,-1100.280699,1.221444,1.277487,7.336145
52380.00,6918.884634,-272.803687,-1026.9438,1.141206,1.280725,7.348491
52390.00,6929.881231,-260.013583,-953.487843,1.060836,1.283814,7.359984
52400.00,6940.074485,-247.193387,-879.921345,0.980342,1.286755,7.370625
52410.00,6949.463215,-234.344584,-806.252835,0.899735,1.289548,7.380411
52420.00,6958.046334,-221.468657,-732.490853,0.819024,1.292191,7.389341
52430.00,6965.822845,-208.567096,-658.64395,0.738217,1.294685,7.397415
52440.00,6972.791848,-195.641393,-584.720688,0.657325,1.297029,7.404631
52450.00,6978.952535,-182.693041,-510.729637,0.576357,1.299223,7.410989
52460.00,6984.304192,-169.723538,-436.679376,0.495322,1.301267,7.416487
52470.00,6988.846198,-156.734384,-362.578489,0.41423,1.30316,7.421126
52480.00,6992.578026,-143.727079,-288.435566,0.33309,1.304903,7.424904
52490.00,6995.499245,-130.703129,-214.259204,0.251911,1.306495,7.427821
52500.00,6997.609515,-117.664038,-140.058003,0.170703,1.307936,7.429878
52510.00,6998.908593,-104.611315,-65.840564,0.089475,1.309226,7.431073
52520.00,6999.396327,-91.546468,8.384509,0.008236,1.310364,7.431406
52530.00,6999.072661,-78.471009,82.608609,-0.073003,1.311351,7.430878
52540.00,6997.937633,-65.386448,156.823132,-0.154234,1.312186,7.429489
52550.00,6995.991374,-52.294299,231.019474,-0.235446,1.31287,7.427238
52560.00,6993.23411,-39.196076,305.189033,-0.316632,1.313401,7.424126
52570.00,6989.666161,-26.093292,379.32321,-0.397781,1.313781,7.420153
52580.00,6985.28794,-12.987463,453.413411,-0.478884,1.314009,7.41532
52590.00,6980.099955,0.119896,527.451047,-0.559931,1.314085,7.409627
52600.00,6974.102807,13.227269,601.427532,-0.640913,1.314009,7.403076
52610.00,6967.297192,26.333141,675.334292,-0.721821,1.313781,7.395666
52620.00,6959.683898,39.435997,749.162758,-0.802646,1.313401,7.387399
52630.00,6951.263809,52.534321,822.904371,-0.883377,1.31287,7.378275
52640.00,6942.0379,65.626599,896.550581,-0.964006,1.312186,7.368296
52650.00,6932.007241,78.711318,970.092851,-1.044523,1.311351,7.357462
52660.00,6921.172995,91.786965,1043.522655,-1.124919,1.310364,7.345776
52670.00,6909.536417,104.852027,1116.831479,-1.205184,1.309226,7.333238
52680.00,6897.098858,117.904994,1190.010824,-1.28531,1.307936,7.31985
52690.00,6883.861758,130.944356,1263.052207,-1.365287,1.306496,7.305613
52700.00,6869.826652,143.968607,1335.94716,-1.445106,1.304904,7.290529
52710.00,6854.995167,156.976241,1408.687231,-1.524757,1.303161,7.2746
52720.00,6839.369023,169.965752,1481.263988,-1.604231,1.301267,7.257828
52730.00,6822.950032,182.93564,1553.669017,-1.68352,1.299223,7.240214
52740.00,6805.740096,195.884404,1625.893923,-1.762613,1.297029,7.221761
52750.00,6787.74121,208.810548,1697.930333,-1.841502,1.294685,7.202471
52760.00,6768.955462,221.712577,1769.769896,-1.920177,1.292191,7.182345
52770.00,6749.385029,234.588999,1841.404282,-1.99863,1.289548,7.161387
52780.00,6729.03218,247.438325,1912.825188,-2.076851,1.286755,7.139599
52790.00,6707.899274,260.25907,1984.024333,-2.154831,1.283814,7.116983
52800.00,6685.98876,273.049751,2054.993462,-2.232562,1.280725,7.093542
52810.00,6663.30318,285.808888,2125.724348,-2.310034,1.277487,7.069278
52820.00,6639.845163,298.535008,2196.208792,-2.387237,1.274102,7.044195
52830.00,6615.617429,311.226639,2266.43862,-2.464165,1.270569,7.018295
52840.00,6590.622785,323.882312,2336.405692,-2.540806,1.266889,6.991582
52850.00,6564.864129,336.500564,2406.101896,-2.617153,1.263063,6.964058
52860.00,6538.344449,349.079938,2475.519151,-2.693197,1.259091,6.935727
52870.00,6511.066817,361.618977,2544.64941,-2.768928,1.254973,6.906591
52880.00,6483.034396,374.116232,2613.484658,-2.844338,1.25071,6.876655
52890.00,6454.250437,386.570258,2682.016916,-2.919419,1.246303,6.845922
52900.00,6424.718275,398.979616,2750.238237,-2.994161,1.241751,6.814395
52910.00,6394.441334,411.342869,2818.140713,-3.068556,1.237056,6.782077
52920.00,6363.423124,423.658589,2885.716471,-3.142596,1.232218,6.748974
52930.00,6331.667241,435.925352,2952.957677,-3.216271,1.227237,6.715088
52940.00,6299.177366,448.141739,3019.856536,-3.289573,1.222115,6.680424
52950.00,6265.957265,460.306337,3086.405292,-3.362494,1.216851,6.644985
52960.00,6232.010791,472.417741,3152.596229,-3.435025,1.211446,6.608776
52970.00,6197.341877,484.474548,3218.421674,-3.507158,1.205901,6.571801
52980.00,6161.954543,496.475366,3283.873995,-3.578884,1.200217,6.534064
52990.00,6125.852892,508.418807,3348.945605,-3.650195,1.194394,6.495569
53000.00,6089.041108,520.303489,3413.628958,-3.721084,1.188433,6.456321
53010.00,6051.523459,532.128039,3477.916558,-3.79154,1.182335,6.416325
53020.00,6013.304293,543.891089,3541.800949,-3.861558,1.1761,6.375585
53030.00,5974.388043,555.591279,3605.274726,-3.931128,1.169728,6.334105
53040.00,5934.779218,567.227255,3668.33053,-4.000241,1.163222,6.291892
53050.00,5894.482411,578.797673,3730.961051,-4.068892,1.156581,6.248949
53060.00,5853.502293,590.301195,3793.159027,-4.13707,1.149806,6.205281
53070.00,5811.843615,601.736489,3854.917249,-4.204769,1.142899,6.160894
53080.00,5769.511206,613.102235,3916.228555,-4.271981,1.135859,6.115793
53090.00,5726.509973,624.397118,3977.085839,-4.338697,1.128688,6.069983
53100.00,5682.844901,635.619831,4037.482044,-4.40491,1.121386,6.023469
53110.00,5638.521053,646.769077,4097.410169,-4.470613,1.113955,5.976257
53120.00,5593.543567,657.843566,4156.863266,-4.535798,1.106395,5.928352
53130.00,5547.917655,668.842019,4215.834442,-4.600456,1.098706,5.879759
53140.00,5501.648609,679.763163,4274.316861,-4.664581,1.090891,5.830485
53150.00,5454.741791,690.605735,4332.303742,-4.728166,1.08295,5.780535
53160.00,5407.202639,701.368481,4389.788363,-4.791203,1.074884,5.729915
53170.00,5359.036664,712.050158,4446.76406,-4.853684,1.066693,5.67863
53180.00,5310.24945,722.649529,4503.224226,-4.915602,1.058379,5.626688
53190.00,5260.846653,733.165369,4559.162317,-4.97695,1.049942,5.574092
53200.00,5210.833999,743.596462,4614.571848,-5.037722,1.041384,5.520851
53210.00,5160.217286,753.941602,4669.446393,-5.09791,1.032706,5.46697
53220.00,5109.002382,764.199592,4723.779593,-5.157506,1.023908,5.412454
53230.00,5057.195224,774.369247,4777.565147,-5.216505,1.014992,5.357312
53240.00,5004.801818,784.449389,4830.79682,-5.274899,1.005958,5.301548
53250.00,4951.828237,794.438855,4883.468441,-5.332681,0.996808,5.245169
53260.00,4898.280623,804.336487,4935.573903,-5.389846,0.987543,5.188183
53270.00,4844.165183,814.141142,4987.107166,-5.446385,0.978163,5.130595
53280.00,4789.48819,823.851686,5038.062254,-5.502293,0.968671,5.072412
53290.00,4734.255982,833.466996,5088.433262,-5.557564,0.959066,5.013641
53300.00,4678.474964,842.98596,5138.214348,-5.61219,0.949351,4.954289
53310.00,4622.1516,852.407477,5187.399742,-5.666165,0.939526,4.894363
53320.00,4565.29242,861.730458,5235.983741,-5.719484,0.929592,4.833869
53330.00,4507.904016,870.953824,5283.960713,-5.772139,0.91955,4.772814
53340.00,4449.99304,880.076509,5331.325096,-5.824126,0.909403,4.711207
53350.00,4391.566206,889.097458,5378.071399,-5.875437,0.89915,4.649053
53360.00,4332.630286,898.015627,5424.194202,-5.926067,0.888793,4.58636
53370.00,4273.192114,906.829986,5469.688157,-5.97601,0.878333,4.523135
53380.00,4213.258578,915.539514,5514.547991,-6.02526,0.867772,4.459387
53390.00,4152.836628,924.143205,5558.768503,-6.073812,0.85711,4.395121
53400.00,4091.933267,932.640064,5602.344567,-6.12166,0.84635,4.330345
53410.00,4030.555556,941.029108,5645.271129,-6.168798,0.835491,4.265068
53420.00,3968.71061,949.309367,5687.543215,-6.215221,0.824536,4.199296
53430.00,3906.405598,957.479882,5729.155922,-6.260924,0.813485,4.133037
53440.00,3843.647743,965.539711,5770.104427,-6.305901,0.80234,4.066299
53450.00,3780.44432,973.487919,5810.383982,-6.350146,0.791103,3.99909
53460.00,3716.802656,981.323588,5849.989917,-6.393656,0.779774,3.931417
53470.00,3652.730129,989.045811,5888.917642,-6.436424,0.768355,3.863288
53480.00,3588.234165,996.653697,5927.162642,-6.478447,0.756847,3.794711
53490.00,3523.322243,1004.146364,5964.720484,-6.519718,0.745251,3.725694
53500.00,3458.001886,1011.522946,6001.586814,-6.560233,0.73357,3.656246
53510.00,3392.280668,1018.78259,6037.757357,-6.599988,0.721803,3.586373
53520.00,3326.166206,1025.924456,6073.227921,-6.638978,0.709953,3.516085
53530.00,3259.666165,1032.947719,6107.994393,-6.677198,0.698021,3.445389
53540.00,3192.788254,1039.851566,6142.052742,-6.714645,0.686008,3.374294
53550.00,3125.540226,1046.635198,6175.39902,-6.751312,0.673916,3.302808
53560.00,3057.929876,1053.297831,6208.029361,-6.787198,0.661745,3.230938
53570.00,2989.965043,1059.838695,6239.939982,-6.822296,0.649499,3.158694
53580.00,2921.653605,1066.257032,6271.127184,-6.856603,0.637177,3.086084
53590.00,2853.00348,1072.552101,6301.58735,-6.890116,0.624781,3.013116
53600.00,2784.022628,1078.723173,6331.31695,-6.92283,0.612313,2.939799
53610.00,2714.719045,1084.769534,6360.312537,-6.954741,0.599775,2.866141
53620.00,2645.100764,1090.690486,6388.570749,-6.985846,0.587167,2.79215
53630.00,2575.175857,1096.485343,6416.08831,-7.016142,0.574491,2.717836
53640.00,2504.952429,1102.153435,6442.86203,-7.045624,0.561748,2.643207
53650.00,2434.438621,1107.694106,6468.888805,-7.074289,0.548941,2.568272
53660.00,2363.642607,1113.106716,6494.165617,-7.102134,0.53607,2.493038
53670.00,2292.572594,1118.390638,6518.689537,-7.129156,0.523137,2.417516
53680.00,2221.236821,1123.545262,6542.457721,-7.155351,0.510144,2.341713
53690.00,2149.643558,1128.56999,6565.467413,-7.180717,0.497091,2.265639
53700.00,2077.801104,1133.464242,6587.715946,-7.205251,0.483982,2.189302
53710.00,2005.717787,1138.227451,6609.200741,-7.228949,0.470816,2.112712
53720.00,1933.401963,1142.859067,6629.919306,-7.251809,0.457595,2.035876
53730.00,1860.862016,1147.358553,6649.86924,-7.273829,0.444322,1.958805
53740.00,1788.106354,1151.72539,6669.04823,-7.295005,0.430997,1.881506
53750.00,1715.143413,1155.959071,6687.454052,-7.315336,0.417623,1.803989
53760.00,1641.98165,1160.059108,6705.084573,-7.334818,0.4042,1.726263
53770.00,1568.629546,1164.025025,6721.937748,-7.353451,0.39073,1.648337
53780.00,1495.095604,1167.856364,6738.011624,-7.37123,0.377215,1.57022
53790.00,1421.38835,1171.552682,6753.304337,-7.388156,0.363657,1.491921
53800.00,1347.516328,1175.113551,6767.814115,-7.404225,0.350056,1.413449
53810.00,1273.4881,1178.538559,6781.539274,-7.419435,0.336415,1.334813
53820.00,1199.312249,1181.827309,6794.478224,-7.433786,0.322735,1.256022
53830.00,1124.997374,1184.979422,6806.629465,-7.447275,0.309018,1.177085
53840.00,1050.552089,1187.994532,6817.991589,-7.4599,0.295265,1.098013
53850.00,975.985025,1190.87229,6828.563276,-7.471661,0.281477,1.018812
53860.00,901.304825,1193.612364,6838.343304,-7.482555,0.267658,0.939494
53870.00,826.520147,1196.214436,6847.330536,-7.492582,0.253807,0.860067
53880.00,751.639661,1198.678205,6855.523932,-7.501741,0.239927,0.78054
53890.00,676.672046,1201.003386,6862.922541,-7.51003,0.226019,0.700923
53900.00,601.625994,1203.18971,6869.525507,-7.517448,0.212084,0.621224
53910.00,526.510203,1205.236923,6875.332062,-7.523995,0.198126,0.541453
53920.00,451.333382,1207.14479,6880.341535,-7.529669,0.184144,0.46162
53930.00,376.104246,1208.913088,6884.553344,-7.534471,0.170141,0.381733
53940.00,300.831515,1210.541613,6887.967001,-7.538399,0.156119,0.301802
53950.00,225.523916,1212.030176,6890.58211,-7.541454,0.142078,0.221835
53960.00,150.190178,1213.378606,6892.398368,-7.543634,0.128021,0.141844
53970.00,74.839034,1214.586745,6893.415565,-7.54494,0.113949,0.061835
53980.00,-0.52078,1215.654455,6893.633583,-7.545371,0.099863,-0.01818
53990.00,-75.880529,1216.58161,6893.052396,-7.544927,0.085767,-0.098194
54000.00,-151.231477,1217.368103,6891.672072,-7.543609,0.07166,-0.178196
54010.00,-226.564888,1218.013844,6889.49277,-7.541416,0.057545,-0.258177
54020.00,-301.872029,1218.518758,6886.514744,-7.538349,0.043423,-0.338129
54030.00,-377.144172,1218.882785,6882.738338,-7.534408,0.029296,-0.418041
54040.00,-452.372589,1219.105883,6878.163991,-7.529594,0.015166,-0.497905
54050.00,-527.54856,1219.188026,6872.792233,-7.523907,0.001034,-0.577711
54060.00,-602.66337,1219.129204,6866.623686,-7.517347,-0.013098,-0.65745
54070.00,-677.708312,1218.929425,6859.659066,-7.509916,-0.027229,-0.737113
54080.00,-752.674686,1218.588709,6851.89918,-7.501615,-0.041357,-0.81669
54090.00,-827.553802,1218.107098,6843.344928,-7.492444,-0.055479,-0.896173
54100.00,-902.336979,1217.484645,6833.997301,-7.482404,-0.069596,-0.975552
54110.00,-977.015548,1216.721424,6823.857384,-7.471497,-0.083704,-1.054818
54120.00,-1051.580853,1215.81752,6812.926351,-7.459724,-0.097803,-1.133961
54130.00,-1126.024249,1214.77304,6801.205471,-7.447086,-0.111891,-1.212973
54140.00,-1200.337106,1213.588103,6788.696101,-7.433585,-0.125965,-1.291844
54150.00,-1274.51081,1212.262845,6775.399692,-7.419222,-0.140025,-1.370566
54160.00,-1348.536762,1210.797421,6761.317786,-7.404,-0.154069,-1.449129
54170.00,-1422.406381,1209.191999,6746.452015,-7.387918,-0.168095,-1.527523
54180.00,-1496.111104,1207.446764,6730.804103,-7.370981,-0.182102,-1.605741
54190.00,-1569.642387,1205.561917,6714.375864,-7.353188,-0.196088,-1.683772
54200.00,-1642.991704,1203.537677,6697.169202,-7.334544,-0.210051,-1.761609
54210.00,-1716.150554,1201.374277,6679.186112,-7.315049,-0.223989,-1.839241
54220.00,-1789.110456,1199.071967,6660.428679,-7.294706,-0.237902,-1.916659
54230.00,-1861.862952,1196.631013,6640.899078,-7.273518,-0.251788,-1.993856
54240.00,-1934.399607,1194.051697,6620.599573,-7.251486,-0.265644,-2.070821
54250.00,-2006.712014,1191.334316,6599.532517,-7.228614,-0.27947,-2.147547
54260.00,-2078.791789,1188.479185,6577.700352,-7.204904,-0.293263,-2.224023
54270.00,-2150.630577,1185.486634,6555.10561,-7.180358,-0.307023,-2.300242
54280.00,-2222.22005,1182.357007,6531.750911,-7.154981,-0.320747,-2.376193
54290.00,-2293.551908,1179.090667,6507.638961,-7.128773,-0.334434,-2.45187
54300.00,-2364.617884,1175.687991,6482.772556,-7.10174,-0.348082,-2.527262
54310.00,-2435.409738,1172.149372,6457.154579,-7.073883,-0.36169,-2.602361
54320.00,-2505.919265,1168.475218,6430.788,-7.045206,-0.375257,-2.677159
54330.00,-2576.138289,1164.665956,6403.675876,-7.015712,-0.38878,-2.751646
54340.00,-2646.058672,1160.722023,6375.82135,-6.985405,-0.402258,-2.825814
54350.00,-2715.672308,1156.643877,6347.227651,-6.954289,-0.415689,-2.899654
54360.00,-2784.971127,1152.431989,6317.898094,-6.922366,-0.429073,-2.973158
54370.00,-2853.947096,1148.086845,6287.83608,-6.88964,-0.442407,-3.046318
54380.00,-2922.592218,1143.608947,6257.045094,-6.856116,-0.45569,-3.119124
54390.00,-2990.898536,1138.998812,6225.528705,-6.821798,-0.46892,-3.191569
54400.00,-3058.858132,1134.256974,6193.290567,-6.786688,-0.482096,-3.263644
54410.00,-3126.463127,1129.383981,6160.334418,-6.750792,-0.495216,-3.33534
54420.00,-3193.705685,1124.380395,6126.664078,-6.714113,-0.508279,-3.40665
54430.00,-3260.57801,1119.246795,6092.283452,-6.676655,-0.521284,-3.477565
54440.00,-3327.07235,1113.983773,6057.196524,-6.638424,-0.534228,-3.548076
54450.00,-3393.180998,1108.591939,6021.407363,-6.599423,-0.54711,-3.618177
54460.00,-3458.896289,1103.071916,5984.920117,-6.559657,-0.559929,-3.687858
54470.00,-3524.210606,1097.424341,5947.739018,-6.519131,-0.572684,-3.757111
54480.00,-3589.116377,1091.649866,5909.868375,-6.477849,-0.585372,-3.825928
54490.00,-3653.606077,1085.74916,5871.312578,-6.435816,-0.597993,-3.894303
54500.00,-3717.672232,1079.722905,5832.076099,-6.393037,-0.610544,-3.962225
54510.00,-3781.307414,1073.571796,5792.163485,-6.349517,-0.623025,-4.029689
54520.00,-3844.504246,1067.296545,5751.579365,-6.305261,-0.635434,-4.096685
54530.00,-3907.255403,1060.897877,5710.328442,-6.260274,-0.647769,-4.163206
54540.00,-3969.553609,1054.376532,5668.415499,-6.214561,-0.66003,-4.229244
54550.00,-4031.391644,1047.733263,5625.845396,-6.168128,-0.672214,-4.294793
54560.00,-4092.762339,1040.968838,5582.623068,-6.12098,-0.684321,-4.359843
54570.00,-4153.658578,1034.08404,5538.753525,-6.073122,-0.696348,-4.424388
54580.00,-4214.073304,1027.079662,5494.241854,-6.02456,-0.708295,-4.48842
54590.00,-4273.999513,1019.956517,5449.093215,-5.9753,-0.72016,-4.551931
54600.00,-4333.430257,1012.715426,5403.312843,-5.925347,-0.731942,-4.614915
54610.00,-4392.358647,1005.357226,5356.906044,-5.874707,-0.74364,-4.677364
54620.00,-4450.777853,997.882769,5309.878199,-5.823387,-0.755251,-4.73927
54630.00,-4508.681101,990.292918,5262.23476,-5.771391,-0.766775,-4.800627
54640.00,-4566.06168,982.58855,5213.98125,-5.718726,-0.77821,-4.861428
54650.00,-4622.912937,974.770556,5165.123265,-5.665398,-0.789556,-4.921665
54660.00,-4679.228283,966.839839,5115.666467,-5.611414,-0.80081,-4.981331
54670.00,-4735.001189,958.797317,5065.616591,-5.556778,-0.811972,-5.04042
54680.00,-4790.22519,950.643919,5014.979439,-5.501499,-0.82304,-5.098925
54690.00,-4844.893883,942.380587,4963.760882,-5.445582,-0.834012,-5.156838
54700.00,-4899.000932,934.008277,4911.966857,-5.389034,-0.844888,-5.214154
54710.00,-4952.540064,925.527956,4859.60337,-5.331861,-0.855667,-5.270865
54720.00,-5005.505073,916.940605,4806.676491,-5.27407,-0.866347,-5.326965
54730.00,-5057.889819,908.247216,4753.192356,-5.215667,-0.876926,-5.382447
54740.00,-5109.688229,899.448794,4699.157166,-5.15666,-0.887404,-5.437305
54750.00,-5160.894299,890.546356,4644.577185,-5.097055,-0.89778,-5.491533
54760.00,-5211.502092,881.540932,4589.45874,-5.03686,-0.908052,-5.545125
54770.00,-5261.505743,872.433561,4533.808223,-4.97608,-0.918219,-5.598073
54780.00,-5310.899453,863.225298,4477.632084,-4.914724,-0.928279,-5.650372
54790.00,-5359.677499,853.917207,4420.936837,-4.852797,-0.938233,-5.702017
54800.00,-5407.834224,844.510362,4363.729054,-4.790309,-0.948078,-5.753
54810.00,-5455.364046,835.005853,4306.015368,-4.727265,-0.957813,-5.803317
54820.00,-5502.261457,825.404777,4247.802469,-4.663673,-0.967437,-5.85296
54830.00,-5548.521018,815.708245,4189.097106,-4.59954,-0.97695,-5.901925
54840.00,-5594.137369,805.917377,4129.906086,-4.534874,-0.98635,-5.950206
54850.00,-5639.105219,796.033306,4070.236271,-4.469682,-0.995636,-5.997797
54860.00,-5683.419358,786.057173,4010.094578,-4.403973,-1.004807,-6.044693
54870.00,-5727.074647,775.990132,3949.48798,-4.337753,-1.013861,-6.090887
54880.00,-5770.066027,765.833347,3888.423502,-4.271029,-1.022798,-6.136376
54890.00,-5812.388512,755.587992,3826.908226,-4.203811,-1.031618,-6.181153
54900.00,-5854.037198,745.255252,3764.949281,-4.136106,-1.040317,-6.225214
54910.00,-5895.007256,734.83632,3702.553852,-4.067921,-1.048897,-6.268553
54920.00,-5935.293937,724.332402,3639.729172,-3.999264,-1.057355,-6.311165
54930.00,-5974.892571,713.744711,3576.482525,-3.930144,-1.065691,-6.353046
